"","Year","Period","State","Data Item","Value"
"1216",2012,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",210
"1217",2013,"YEAR","FLORIDA","ACRES HARVESTED",10600
"1218",2013,"YEAR","FLORIDA","ACRES PLANTED",10700
"1219",2013,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1220",2013,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",333476000
"1221",2013,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2332000
"1222",2013,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",143
"1223",2013,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",333476000
"1224",2013,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2332000
"1225",2013,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",220
"1226",2014,"YEAR","FLORIDA","ACRES HARVESTED",10900
"1227",2014,"YEAR","FLORIDA","ACRES PLANTED",11000
"1228",2014,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1229",2014,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",306508000
"1230",2014,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2071000
"1231",2014,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",148
"1232",2014,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",306508000
"1233",2014,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2071000
"1234",2014,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",190
"1235",2015,"YEAR","FLORIDA","ACRES HARVESTED",10900
"1236",2015,"YEAR","FLORIDA","ACRES PLANTED",11000
"1237",2015,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",119
"1238",2015,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",290598000
"1239",2015,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2442000
"1240",2015,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",119
"1241",2015,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",290598000
"1242",2015,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2442000
"1243",2015,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",225
"1244",2016,"YEAR","FLORIDA","ACRES HARVESTED",9500
"1245",2016,"YEAR","FLORIDA","ACRES PLANTED",9600
"1246",2016,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",166
"1247",2016,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",323285000
"1248",2016,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",1947500
"1249",2016,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",0
"1250",2016,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",166
"1251",2016,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",0
"1252",2016,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",0
"1253",2016,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",0
"1254",2016,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS",0
"1255",2016,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",323285000
"1256",2016,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1947500
"1257",2016,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",1947500
"1258",2016,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",205
"1259",2017,"YEAR","FLORIDA","ACRES HARVESTED",9500
"1260",2017,"YEAR","FLORIDA","ACRES PLANTED",9600
"1261",2017,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1262",2017,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1263",2017,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1264",2017,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",0
"1265",2017,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",140
"1266",2017,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1267",2017,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",NA
"1268",2017,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1269",2017,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1270",2017,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS",NA
"1271",2017,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",299114000
"1272",2017,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2137500
"1273",2017,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",2137500
"1274",2017,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",225
"1275",2018,"YEAR","FLORIDA","ACRES HARVESTED",9400
"1276",2018,"YEAR","FLORIDA","ACRES PLANTED",9400
"1277",2018,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",115
"1278",2018,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",243800000
"1279",2018,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",2120000
"1280",2018,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",0
"1281",2018,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",115
"1282",2018,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",0
"1283",2018,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",0
"1284",2018,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",0
"1285",2018,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",0
"1286",2018,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS",0
"1287",2018,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",243800000
"1288",2018,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2120000
"1289",2018,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",2120000
"1290",2018,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",225
"1291",2019,"YEAR","FLORIDA","ACRES HARVESTED",10500
"1292",2019,"YEAR","FLORIDA","ACRES PLANTED",10500
"1293",2019,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1294",2019,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1295",2019,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1296",2019,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",0
"1297",2019,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",152
"1298",2019,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1299",2019,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1300",2019,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1301",2019,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",407813000
"1302",2019,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2680000
"1303",2019,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",2680000
"1304",2019,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",255
"1305",2020,"YEAR","FLORIDA","ACRES HARVESTED",11700
"1306",2020,"YEAR","FLORIDA","ACRES PLANTED",11700
"1307",2020,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1308",2020,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1309",2020,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1310",2020,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",7000
"1311",2020,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",139
"1312",2020,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1313",2020,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1314",2020,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1315",2020,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",324584000
"1316",2020,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2340000
"1317",2020,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",2333000
"1318",2020,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",200
"1319",2021,"YEAR","FLORIDA","ACRES HARVESTED",12300
"1320",2021,"YEAR","FLORIDA","ACRES PLANTED",12300
"1321",2021,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1322",2021,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1323",2021,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1324",2021,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",0
"1325",2021,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",160
"1326",2021,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1327",2021,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1328",2021,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1329",2021,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",451681000
"1330",2021,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2830000
"1331",2021,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",2830000
"1332",2021,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",230
"1333",2022,"YEAR","FLORIDA","ACRES HARVESTED",12800
"1334",2022,"YEAR","FLORIDA","ACRES PLANTED",12800
"1335",2022,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1336",2022,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1337",2022,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1338",2022,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",0
"1339",2022,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",169
"1340",2022,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1341",2022,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1342",2022,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1343",2022,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",477332000
"1344",2022,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2820000
"1345",2022,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",2820000
"1346",2022,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",220
"1347",2023,"YEAR","FLORIDA","ACRES HARVESTED",14100
"1348",2023,"YEAR","FLORIDA","ACRES PLANTED",14200
"1349",2023,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1350",2023,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1351",2023,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1352",2023,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",8800
"1353",2023,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",147
"1354",2023,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1355",2023,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1356",2023,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1357",2023,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",433556000
"1358",2023,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2960000
"1359",2023,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",2951200
"1360",2023,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",210
"1361",2024,"YEAR","FLORIDA","ACRES HARVESTED",16200
"1362",2024,"YEAR","FLORIDA","ACRES PLANTED",16200
"1363",2024,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1364",2024,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1365",2024,"YEAR","FLORIDA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1366",2024,"YEAR","FLORIDA","NOT SOLD - PRODUCTION, MEASURED IN CWT",36500
"1367",2024,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",165
"1368",2024,"YEAR","FLORIDA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1369",2024,"YEAR","FLORIDA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1370",2024,"YEAR","FLORIDA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1371",2024,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",540341000
"1372",2024,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",3320000
"1373",2024,"YEAR","FLORIDA","UTILIZED - PRODUCTION, MEASURED IN CWT",3283500
"1374",2024,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",205
"1375",1998,"YEAR","WASHINGTON","ACRES HARVESTED",1500
"1376",1998,"YEAR","WASHINGTON","ACRES PLANTED",1500
"1377",1998,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",92
"1378",1998,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",1840000
"1379",1998,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",20000
"1380",1998,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",50.3
"1381",1998,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",42
"1382",1998,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",4200000
"1383",1998,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",1e+05
"1384",1998,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",6040000
"1385",1998,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",120000
"1386",1998,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",80
"1387",1999,"YEAR","WASHINGTON","ACRES HARVESTED",1500
"1388",1999,"YEAR","WASHINGTON","ACRES PLANTED",1500
"1389",1999,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",107
"1390",1999,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",2568000
"1391",1999,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",24000
"1392",1999,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",61.4
"1393",1999,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",50
"1394",1999,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",4800000
"1395",1999,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",96000
"1396",1999,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",7368000
"1397",1999,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",120000
"1398",1999,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",80
"1399",2000,"YEAR","WASHINGTON","ACRES HARVESTED",1500
"1400",2000,"YEAR","WASHINGTON","ACRES PLANTED",1500
"1401",2000,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",99
"1402",2000,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",1980000
"1403",2000,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",20000
"1404",2000,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",52.5
"1405",2000,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",44
"1406",2000,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",4796000
"1407",2000,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",109000
"1408",2000,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",6776000
"1409",2000,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",129000
"1410",2000,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",86
"1411",2001,"YEAR","WASHINGTON","ACRES HARVESTED",1600
"1412",2001,"YEAR","WASHINGTON","ACRES PLANTED",1600
"1413",2001,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",108
"1414",2001,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",2592000
"1415",2001,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",24000
"1416",2001,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",43.4
"1417",2001,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",32
"1418",2001,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",4352000
"1419",2001,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",136000
"1420",2001,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",6944000
"1421",2001,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",160000
"1422",2001,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",100
"1423",2002,"YEAR","WASHINGTON","ACRES HARVESTED",1800
"1424",2002,"YEAR","WASHINGTON","ACRES PLANTED",1800
"1425",2002,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",107
"1426",2002,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",1926000
"1427",2002,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",18000
"1428",2002,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",51
"1429",2002,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",44
"1430",2002,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",6336000
"1431",2002,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",144000
"1432",2002,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",8262000
"1433",2002,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",162000
"1434",2002,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",90
"1435",2003,"YEAR","WASHINGTON","ACRES HARVESTED",1800
"1436",2003,"YEAR","WASHINGTON","ACRES PLANTED",1800
"1437",2003,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",113
"1438",2003,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",2373000
"1439",2003,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",21000
"1440",2003,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",52.1
"1441",2003,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",43
"1442",2003,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",6063000
"1443",2003,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",141000
"1444",2003,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",8436000
"1445",2003,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",162000
"1446",2003,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",90
"1447",2004,"YEAR","WASHINGTON","ACRES HARVESTED",1800
"1448",2004,"YEAR","WASHINGTON","ACRES PLANTED",1800
"1449",2004,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",110
"1450",2004,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",1870000
"1451",2004,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",17000
"1452",2004,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",47.8
"1453",2004,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",40
"1454",2004,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",5440000
"1455",2004,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",136000
"1456",2004,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",7310000
"1457",2004,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",153000
"1458",2004,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",85
"1459",2005,"YEAR","WASHINGTON","ACRES HARVESTED",1700
"1460",2005,"YEAR","WASHINGTON","ACRES PLANTED",1700
"1461",2005,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",113
"1462",2005,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",2486000
"1463",2005,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",22000
"1464",2005,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",47.1
"1465",2005,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",36
"1466",2005,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",4716000
"1467",2005,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",131000
"1468",2005,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",7202000
"1469",2005,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",153000
"1470",2005,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",90
"1471",2006,"YEAR","WASHINGTON","ACRES HARVESTED",1600
"1472",2006,"YEAR","WASHINGTON","ACRES PLANTED",1600
"1473",2006,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",91.5
"1474",2006,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",1556000
"1475",2006,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",17000
"1476",2006,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",60.4
"1477",2006,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",55.6
"1478",2006,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",6172000
"1479",2006,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",111000
"1480",2006,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",7728000
"1481",2006,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",128000
"1482",2006,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",80
"1483",2007,"YEAR","WASHINGTON","ACRES HARVESTED",1600
"1484",2007,"YEAR","WASHINGTON","ACRES PLANTED",1600
"1485",2007,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",146
"1486",2007,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",2482000
"1487",2007,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",17000
"1488",2007,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",65.4
"1489",2007,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",53.7
"1490",2007,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",6283000
"1491",2007,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",117000
"1492",2007,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",8765000
"1493",2007,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",134000
"1494",2007,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",84
"1495",2008,"YEAR","WASHINGTON","ACRES HARVESTED",1600
"1496",2008,"YEAR","WASHINGTON","ACRES PLANTED",1600
"1497",2008,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",172
"1498",2008,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",3784000
"1499",2008,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",22000
"1500",2008,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",70.1
"1501",2008,"YEAR","WASHINGTON","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",51.7
"1502",2008,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN $",6308000
"1503",2008,"YEAR","WASHINGTON","PROCESSING - PRODUCTION, MEASURED IN CWT",122000
"1504",2008,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN $",10092000
"1505",2008,"YEAR","WASHINGTON","PRODUCTION, MEASURED IN CWT",144000
"1506",2008,"YEAR","WASHINGTON","YIELD, MEASURED IN CWT / ACRE",90
"1507",2009,"YEAR","WASHINGTON","ACRES HARVESTED",1500
"1508",2009,"YEAR","WASHINGTON","ACRES PLANTED",1500
"1509",2009,"YEAR","WASHINGTON","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",158
"1510",2009,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN $",1738000
"1511",2009,"YEAR","WASHINGTON","FRESH MARKET - PRODUCTION, MEASURED IN CWT",11000
"1512",2009,"YEAR","WASHINGTON","PRICE RECEIVED, MEASURED IN $ / CWT",58.3
